entry_time_app,entry_time_tpl,exit_time_app,exit_time_tpl,entry_name,direction,entry_price,exit_price,quantity,pnl_currency
2024-09-26 11:11:00,2024-09-26 09:11:00,2024-09-26 11:38:00,2024-09-26 09:38:00,NYO_S_TP2,SHORT,21597.50,21546.75,1,99.60
2024-09-27 11:41:00,2024-09-27 09:41:00,2024-09-27 13:36:00,2024-09-27 11:36:00,NYO_S_TP1,SHORT,21512.25,21459.25,1,104.10
2024-09-27 11:41:00,2024-09-27 09:41:00,2024-09-27 13:36:00,2024-09-27 11:36:00,NYO_S_TP2,SHORT,21512.25,21459.25,1,104.10
2024-10-01 10:56:00,2024-10-01 08:56:00,2024-10-01 11:01:00,2024-10-01 09:01:00,NYO_S_TP1,SHORT,21192.50,21270.25,1,-157.40
2024-10-01 10:56:00,2024-10-01 08:56:00,2024-10-01 11:01:00,2024-10-01 09:01:00,NYO_S_TP2,SHORT,21192.50,21270.25,1,-157.40
2024-10-02 12:01:00,2024-10-02 10:01:00,2024-10-02 13:59:00,2024-10-02 11:59:00,NYO_L_TP1,LONG,21190.25,21196.75,1,11.10
2024-10-02 12:01:00,2024-10-02 10:01:00,2024-10-02 13:59:00,2024-10-02 11:59:00,NYO_L_TP2,LONG,21190.25,21196.75,1,11.10
2024-10-03 11:01:00,2024-10-03 09:01:00,2024-10-03 11:14:00,2024-10-03 09:14:00,NYO_L_TP1,LONG,21217.00,21252.25,1,68.60
2024-10-03 11:01:00,2024-10-03 09:01:00,2024-10-03 11:14:00,2024-10-03 09:14:00,NYO_L_TP2,LONG,21217.00,21252.25,1,68.60
2024-10-08 11:01:00,2024-10-08 09:01:00,2024-10-08 13:09:00,2024-10-08 11:09:00,NYO_L_TP1,LONG,21349.25,21397.75,1,95.10
2024-10-08 11:01:00,2024-10-08 09:01:00,2024-10-08 13:09:00,2024-10-08 11:09:00,NYO_L_TP2,LONG,21349.25,21397.75,1,95.10
2024-10-09 12:06:00,2024-10-09 10:06:00,2024-10-09 13:06:00,2024-10-09 11:06:00,NYO_L_TP1,LONG,21567.75,21592.25,1,47.10
2024-10-09 12:06:00,2024-10-09 10:06:00,2024-10-09 13:06:00,2024-10-09 11:06:00,NYO_L_TP2,LONG,21567.75,21592.25,1,47.10
2024-10-10 10:56:00,2024-10-10 08:56:00,2024-10-10 11:45:00,2024-10-10 09:45:00,NYO_S_TP1,SHORT,21532.50,21610.25,1,-157.40
2024-10-10 10:56:00,2024-10-10 08:56:00,2024-10-10 11:45:00,2024-10-10 09:45:00,NYO_S_TP2,SHORT,21532.50,21610.25,1,-157.40
2024-10-11 11:56:00,2024-10-11 09:56:00,2024-10-11 12:20:00,2024-10-11 10:20:00,NYO_L_TP1,LONG,21608.75,21604.75,1,-9.90
2024-10-11 11:56:00,2024-10-11 09:56:00,2024-10-11 12:20:00,2024-10-11 10:20:00,NYO_L_TP2,LONG,21608.75,21604.75,1,-9.90
2024-10-14 10:56:00,2024-10-14 08:56:00,2024-10-14 11:14:00,2024-10-14 09:14:00,NYO_L_TP1,LONG,21831.00,21821.75,1,-20.40
2024-10-14 10:56:00,2024-10-14 08:56:00,2024-10-14 11:14:00,2024-10-14 09:14:00,NYO_L_TP2,LONG,21831.00,21821.75,1,-20.40
2024-10-15 11:36:00,2024-10-15 09:36:00,2024-10-15 11:48:00,2024-10-15 09:48:00,NYO_S_TP1,SHORT,21635.00,21598.25,1,71.60
2024-10-15 11:36:00,2024-10-15 09:36:00,2024-10-15 11:48:00,2024-10-15 09:48:00,NYO_S_TP2,SHORT,21635.00,21598.25,1,71.60
2024-10-16 10:51:00,2024-10-16 08:51:00,2024-10-16 11:10:00,2024-10-16 09:10:00,NYO_S_TP1,SHORT,21442.00,21477.25,1,-72.40
2024-10-16 10:51:00,2024-10-16 08:51:00,2024-10-16 11:10:00,2024-10-16 09:10:00,NYO_S_TP2,SHORT,21442.00,21477.25,1,-72.40
2024-10-17 11:16:00,2024-10-17 09:16:00,2024-10-17 12:28:00,2024-10-17 10:28:00,NYO_S_TP1,SHORT,21608.25,21644.00,1,-73.40
2024-10-17 11:16:00,2024-10-17 09:16:00,2024-10-17 12:28:00,2024-10-17 10:28:00,NYO_S_TP2,SHORT,21608.25,21644.00,1,-73.40
